state,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
missouri,2007,1.33,0.3,0.7799999999999999,2.4,315.2592592592593,59.534883720930225,161.94647201946472,512
missouri,2006,1.33,0.28,0.76,2.3699999999999997,315.2592592592593,55.56589147286822,157.79399837794,505.59999999999997
missouri,2005,1.31,0.27,0.73,2.3,310.51851851851853,53.58139534883721,151.56528791565287,490.66666666666663
missouri,2004,1.33,0.27,0.72,2.32,315.2592592592593,53.58139534883721,149.48905109489053,494.93333333333334
missouri,2003,1.34,0.26,0.7,2.29,317.6296296296297,51.5968992248062,145.33657745336578,488.53333333333336
missouri,2002,1.36,0.25,0.6699999999999999,2.27,322.3703703703704,49.61240310077519,139.10786699107868,484.2666666666667
missouri,2001,1.34,0.23,0.6699999999999999,2.25,317.6296296296297,45.64341085271318,139.10786699107868,480
missouri,2000,1.35,0.23,0.6699999999999999,2.25,320.00000000000006,45.64341085271318,139.10786699107868,480
missouri,1999,1.35,0.23,0.6599999999999999,2.23,320.00000000000006,45.64341085271318,137.03163017031628,475.73333333333335
missouri,1998,1.33,0.23,0.63,2.18,315.2592592592593,45.64341085271318,130.8029197080292,465.0666666666667
missouri,1997,1.3,0.22,0.63,2.15,308.14814814814815,43.65891472868217,130.8029197080292,458.6666666666667
missouri,1996,1.31,0.22,0.5700000000000001,2.1,310.51851851851853,43.65891472868217,118.34549878345501,448.00000000000006
missouri,1995,1.31,0.2,0.62,2.14,310.51851851851853,39.689922480620154,128.72668288726683,456.53333333333336
missouri,1994,1.36,0.19,0.6599999999999999,2.21,322.3703703703704,37.70542635658914,137.03163017031628,471.4666666666667
missouri,1993,1.33,0.2,0.6699999999999999,2.2,315.2592592592593,39.689922480620154,139.10786699107868,469.33333333333337
missouri,1992,1.34,0.21000000000000002,0.69,2.24,317.6296296296297,41.674418604651166,143.2603406326034,477.86666666666673
missouri,1991,1.35,0.22,0.64,2.2,320.00000000000006,43.65891472868217,132.87915652879158,469.33333333333337
missouri,1990,1.37,0.22,0.7,2.3,324.74074074074076,43.65891472868217,145.33657745336578,490.66666666666663
missouri,1989,1.36,0.23,0.7,2.2800000000000002,322.3703703703704,45.64341085271318,145.33657745336578,486.4000000000001
missouri,1988,1.35,0.26,0.7,2.3099999999999996,320.00000000000006,51.5968992248062,145.33657745336578,492.79999999999995
missouri,1987,1.3800000000000001,0.28,0.73,2.3899999999999997,327.11111111111114,55.56589147286822,151.56528791565287,509.8666666666666
missouri,1986,1.3800000000000001,0.28,0.73,2.3899999999999997,327.11111111111114,55.56589147286822,151.56528791565287,509.8666666666666
missouri,1985,1.34,0.26,0.77,2.3699999999999997,317.6296296296297,51.5968992248062,159.87023519870237,505.59999999999997
missouri,1984,1.35,0.26,0.6799999999999999,2.29,320.00000000000006,51.5968992248062,141.18410381184103,488.53333333333336
missouri,1983,1.3800000000000001,0.22,0.7799999999999999,2.38,327.11111111111114,43.65891472868217,161.94647201946472,507.73333333333335
missouri,1982,1.3900000000000001,0.22,0.7899999999999999,2.3899999999999997,329.4814814814815,43.65891472868217,164.02270884022707,509.8666666666666
missouri,1981,1.41,0.22,0.8400000000000001,2.46,334.22222222222223,43.65891472868217,174.40389294403894,524.8000000000001
missouri,1980,1.3900000000000001,0.2,0.8400000000000001,2.44,329.4814814814815,39.689922480620154,174.40389294403894,520.5333333333333
missouri,1979,1.36,0.2,0.8600000000000001,2.42,322.3703703703704,39.689922480620154,178.55636658556372,516.2666666666667
missouri,1978,1.31,0.19,0.89,2.3899999999999997,310.51851851851853,37.70542635658914,184.7850770478508,509.8666666666666
missouri,1977,1.23,0.19,0.8300000000000001,2.24,291.5555555555556,37.70542635658914,172.3276561232766,477.86666666666673
montana,2018,1.6,0.51,0.99,3.1,379.2592592592593,101.20930232558139,205.54744525547446,661.3333333333334
montana,2017,1.61,0.51,0.98,3.1,381.6296296296296,101.20930232558139,203.4712084347121,661.3333333333334
montana,2016,1.62,0.52,0.98,3.12,384.00000000000006,103.1937984496124,203.4712084347121,665.6
montana,2015,1.6300000000000001,0.5,0.96,3.09,386.37037037037044,99.22480620155038,199.31873479318736,659.2
montana,2014,1.6300000000000001,0.5,0.96,3.09,386.37037037037044,99.22480620155038,199.31873479318736,659.2
montana,2013,1.6400000000000001,0.49,0.9500000000000001,3.07,388.7407407407408,97.24031007751937,197.242497972425,654.9333333333333
montana,2012,1.6500000000000001,0.48000000000000004,0.9400000000000001,3.08,391.11111111111114,95.25581395348838,195.16626115166264,657.0666666666667
montana,2011,1.61,0.47000000000000003,0.9,2.98,381.6296296296296,93.27131782945737,186.86131386861314,635.7333333333333
montana,2010,1.6500000000000001,0.45,0.88,2.98,391.11111111111114,89.30232558139535,182.70884022708842,635.7333333333333
montana,2009,1.6400000000000001,0.45,0.8700000000000001,2.96,388.7407407407408,89.30232558139535,180.63260340632607,631.4666666666667
montana,2008,1.6600000000000001,0.44,0.8700000000000001,2.9699999999999998,393.4814814814815,87.31782945736434,180.63260340632607,633.6
montana,2007,1.6600000000000001,0.43000000000000005,0.8500000000000001,2.94,393.4814814814815,85.33333333333334,176.48012976480132,627.2
montana,2006,1.6300000000000001,0.41000000000000003,0.8200000000000001,2.8699999999999997,386.37037037037044,81.36434108527132,170.25141930251422,612.2666666666667
montana,2005,1.59,0.42000000000000004,0.77,2.7800000000000002,376.8888888888889,83.34883720930233,159.87023519870237,593.0666666666667
montana,2004,1.57,0.33999999999999997,0.75,2.66,372.1481481481482,67.47286821705426,155.71776155717762,567.4666666666667
montana,2003,1.56,0.32999999999999996,0.72,2.62,369.77777777777783,65.48837209302324,149.48905109489053,558.9333333333334
montana,2002,1.62,0.32999999999999996,0.7,2.65,384.00000000000006,65.48837209302324,145.33657745336578,565.3333333333334
montana,2001,1.58,0.3,0.6799999999999999,2.56,374.51851851851853,59.534883720930225,141.18410381184103,546.1333333333333
montana,2000,1.57,0.29000000000000004,0.6799999999999999,2.54,372.1481481481482,57.55038759689923,141.18410381184103,541.8666666666667
montana,1999,1.56,0.28,0.6699999999999999,2.51,369.77777777777783,55.56589147286822,139.10786699107868,535.4666666666667
montana,1998,1.53,0.27,0.65,2.4499999999999997,362.6666666666667,53.58139534883721,134.95539334955393,522.6666666666666
montana,1997,1.41,0.27,0.64,2.32,334.22222222222223,53.58139534883721,132.87915652879158,494.93333333333334
montana,1996,1.55,0.26,0.64,2.4499999999999997,367.40740740740745,51.5968992248062,132.87915652879158,522.6666666666666
montana,1995,1.52,0.25,0.7799999999999999,2.55,360.2962962962963,49.61240310077519,161.94647201946472,544
montana,1994,1.57,0.24000000000000002,0.7,2.51,372.1481481481482,47.62790697674419,145.33657745336578,535.4666666666667
montana,1993,1.49,0.25,0.73,2.4699999999999998,353.1851851851852,49.61240310077519,151.56528791565287,526.9333333333333
montana,1992,1.59,0.26,0.75,2.61,376.8888888888889,51.5968992248062,155.71776155717762,556.8
montana,1991,1.61,0.28,0.76,2.64,381.6296296296296,55.56589147286822,157.79399837794,563.2
montana,1990,1.61,0.29000000000000004,0.77,2.67,381.6296296296296,57.55038759689923,159.87023519870237,569.6
montana,1989,1.59,0.29000000000000004,0.73,2.61,376.8888888888889,57.55038759689923,151.56528791565287,556.8
montana,1988,1.61,0.32,0.77,2.7,381.6296296296296,63.50387596899225,159.87023519870237,576.0000000000001
montana,1987,1.59,0.33999999999999997,0.7799999999999999,2.7,376.8888888888889,67.47286821705426,161.94647201946472,576.0000000000001
montana,1986,1.6,0.33999999999999997,0.8200000000000001,2.7600000000000002,379.2592592592593,67.47286821705426,170.25141930251422,588.8000000000001
montana,1985,1.62,0.32999999999999996,0.89,2.84,384.00000000000006,65.48837209302324,184.7850770478508,605.8666666666667
montana,1984,1.71,0.32,0.93,2.9699999999999998,405.3333333333333,63.50387596899225,193.09002433090026,633.6
montana,1983,1.8,0.32,0.99,3.11,426.6666666666667,63.50387596899225,205.54744525547446,663.4666666666667
montana,1982,1.82,0.32,1.02,3.16,431.40740740740745,63.50387596899225,211.77615571776155,674.1333333333334
montana,1981,1.9,0.32999999999999996,1.05,3.27,450.3703703703704,65.48837209302324,218.00486618004868,697.6
montana,1980,1.82,0.35,1.03,3.2,431.40740740740745,69.45736434108527,213.85239253852396,682.6666666666667
montana,1979,1.83,0.41000000000000003,1.05,3.29,433.77777777777783,81.36434108527132,218.00486618004868,701.8666666666667
montana,1978,1.82,0.2,1.07,3.09,431.40740740740745,39.689922480620154,222.1573398215734,659.2
montana,1977,1.82,0.2,1.1,3.11,431.40740740740745,39.689922480620154,228.38605028386053,663.4666666666667
nebraska,2018,1.22,0.21000000000000002,0.73,2.16,289.18518518518516,41.674418604651166,151.56528791565287,460.80000000000007
nebraska,2017,1.26,0.22,0.72,2.2,298.6666666666667,43.65891472868217,149.48905109489053,469.33333333333337
nebraska,2016,1.3,0.22,0.72,2.24,308.14814814814815,43.65891472868217,149.48905109489053,477.86666666666673
nebraska,2015,1.34,0.22,0.71,2.27,317.6296296296297,43.65891472868217,147.41281427412815,484.2666666666667
nebraska,2014,1.37,0.21000000000000002,0.72,2.3,324.74074074074076,41.674418604651166,149.48905109489053,490.66666666666663
nebraska,2013,1.3900000000000001,0.21000000000000002,0.71,2.32,329.4814814814815,41.674418604651166,147.41281427412815,494.93333333333334
nebraska,2012,1.41,0.21000000000000002,0.69,2.32,334.22222222222223,41.674418604651166,143.2603406326034,494.93333333333334
nebraska,2011,1.3900000000000001,0.21000000000000002,0.69,2.29,329.4814814814815,41.674418604651166,143.2603406326034,488.53333333333336
nebraska,2010,1.4,0.21000000000000002,0.6699999999999999,2.2800000000000002,331.85185185185185,41.674418604651166,139.10786699107868,486.4000000000001
nebraska,2009,1.42,0.2,0.6699999999999999,2.29,336.59259259259255,39.689922480620154,139.10786699107868,488.53333333333336
nebraska,2008,1.45,0.2,0.6799999999999999,2.3299999999999996,343.7037037037037,39.689922480620154,141.18410381184103,497.0666666666666
nebraska,2007,1.43,0.2,0.6699999999999999,2.3099999999999996,338.962962962963,39.689922480620154,139.10786699107868,492.79999999999995
nebraska,2006,1.42,0.21000000000000002,0.71,2.3499999999999996,336.59259259259255,41.674418604651166,147.41281427412815,501.33333333333326
nebraska,2005,1.41,0.2,0.6799999999999999,2.29,334.22222222222223,39.689922480620154,141.18410381184103,488.53333333333336
nebraska,2004,1.44,0.2,0.65,2.2800000000000002,341.3333333333333,39.689922480620154,134.95539334955393,486.4000000000001
nebraska,2003,1.43,0.19,0.63,2.24,338.962962962963,37.70542635658914,130.8029197080292,477.86666666666673
nebraska,2002,1.45,0.17,0.61,2.23,343.7037037037037,33.736434108527135,126.65044606650446,475.73333333333335
nebraska,2001,1.43,0.16,0.6,2.2,338.962962962963,31.751937984496124,124.5742092457421,469.33333333333337
nebraska,2000,1.44,0.17,0.62,2.23,341.3333333333333,33.736434108527135,128.72668288726683,475.73333333333335
nebraska,1999,1.42,0.17,0.6,2.19,336.59259259259255,33.736434108527135,124.5742092457421,467.2
nebraska,1998,1.3900000000000001,0.18,0.58,2.16,329.4814814814815,35.72093023255813,120.42173560421736,460.80000000000007
nebraska,1997,1.35,0.18,0.56,2.09,320.00000000000006,35.72093023255813,116.26926196269262,445.8666666666667
nebraska,1996,1.35,0.18,0.5700000000000001,2.11,320.00000000000006,35.72093023255813,118.34549878345501,450.1333333333333
nebraska,1995,1.35,0.19,0.5700000000000001,2.1,320.00000000000006,37.70542635658914,118.34549878345501,448.00000000000006
nebraska,1994,1.3900000000000001,0.18,0.5700000000000001,2.14,329.4814814814815,35.72093023255813,118.34549878345501,456.53333333333336
nebraska,1993,1.37,0.18,0.59,2.14,324.74074074074076,35.72093023255813,122.49797242497972,456.53333333333336
nebraska,1992,1.37,0.18,0.61,2.16,324.74074074074076,35.72093023255813,126.65044606650446,460.80000000000007
nebraska,1991,1.4,0.18,0.61,2.19,331.85185185185185,35.72093023255813,126.65044606650446,467.2
nebraska,1990,1.41,0.2,0.64,2.25,334.22222222222223,39.689922480620154,132.87915652879158,480
nebraska,1989,1.41,0.2,0.64,2.2600000000000002,334.22222222222223,39.689922480620154,132.87915652879158,482.1333333333334
nebraska,1988,1.41,0.22,0.6599999999999999,2.3,334.22222222222223,43.65891472868217,137.03163017031628,490.66666666666663
nebraska,1987,1.43,0.23,0.6699999999999999,2.3299999999999996,338.962962962963,45.64341085271318,139.10786699107868,497.0666666666666
nebraska,1986,1.41,0.23,0.69,2.3299999999999996,334.22222222222223,45.64341085271318,143.2603406326034,497.0666666666666
nebraska,1985,1.41,0.22,0.76,2.3899999999999997,334.22222222222223,43.65891472868217,157.79399837794,509.8666666666666
nebraska,1984,1.46,0.21000000000000002,0.77,2.4299999999999997,346.0740740740741,41.674418604651166,159.87023519870237,518.4
nebraska,1983,1.5,0.21000000000000002,0.8,2.51,355.5555555555556,41.674418604651166,166.09894566098947,535.4666666666667
nebraska,1982,1.51,0.28,0.58,2.3699999999999997,357.9259259259259,55.56589147286822,120.42173560421736,505.59999999999997
nebraska,1981,1.57,0.2,0.88,2.65,372.1481481481482,39.689922480620154,182.70884022708842,565.3333333333334
nebraska,1980,1.56,0.19,0.88,2.63,369.77777777777783,37.70542635658914,182.70884022708842,561.0666666666667
nebraska,1979,1.52,0.18,0.89,2.59,360.2962962962963,35.72093023255813,184.7850770478508,552.5333333333333
nebraska,1978,1.48,0.18,0.9,2.56,350.81481481481484,35.72093023255813,186.86131386861314,546.1333333333333
nebraska,1977,1.46,0.17,0.91,2.54,346.0740740740741,33.736434108527135,188.9375506893755,541.8666666666667
nevada,2018,1.35,0.6,1.46,3.42,320.00000000000006,119.06976744186045,303.13057583130575,729.6
nevada,2017,1.4,0.61,1.46,3.4699999999999998,331.85185185185185,121.05426356589146,303.13057583130575,740.2666666666667
nevada,2016,1.42,0.62,1.46,3.5,336.59259259259255,123.03875968992247,303.13057583130575,746.6666666666667
nevada,2015,1.3900000000000001,0.6599999999999999,1.3,3.3499999999999996,329.4814814814815,130.9767441860465,269.91078669910786,714.6666666666666
nevada,2014,1.41,0.6599999999999999,1.31,3.38,334.22222222222223,130.9767441860465,271.98702351987026,721.0666666666667
nevada,2013,1.41,0.63,1.28,3.32,334.22222222222223,125.02325581395348,265.75831305758317,708.2666666666667
nevada,2012,1.41,0.62,1.25,3.2800000000000002,334.22222222222223,123.03875968992247,259.529602595296,699.7333333333335
nevada,2011,1.45,0.63,1.27,3.3499999999999996,343.7037037037037,125.02325581395348,263.68207623682076,714.6666666666666
nevada,2010,1.49,0.6,1.21,3.3,353.1851851851852,119.06976744186045,251.22465531224657,704
nevada,2009,1.53,0.56,1.11,3.21,362.6666666666667,111.13178294573645,230.4622871046229,684.8000000000001
nevada,2008,1.6300000000000001,0.61,1.29,3.53,386.37037037037044,121.05426356589146,267.8345498783455,753.0666666666666
nevada,2007,1.6600000000000001,0.62,1.23,3.52,393.4814814814815,123.03875968992247,255.3771289537713,750.9333333333334
nevada,2006,1.71,0.65,1.28,3.63,405.3333333333333,128.9922480620155,265.75831305758317,774.4
nevada,2005,1.6900000000000002,0.62,1.21,3.52,400.59259259259267,123.03875968992247,251.22465531224657,750.9333333333334
nevada,2004,1.73,0.63,1.25,3.61,410.0740740740741,125.02325581395348,259.529602595296,770.1333333333333
nevada,2003,1.74,0.61,1.23,3.59,412.4444444444445,121.05426356589146,255.3771289537713,765.8666666666667
nevada,2002,1.74,0.6,1.22,3.56,412.4444444444445,119.06976744186045,253.30089213300892,759.4666666666667
nevada,2001,1.79,0.59,1.21,3.59,424.2962962962963,117.08527131782944,251.22465531224657,765.8666666666667
nevada,2000,1.79,0.62,1.26,3.67,424.2962962962963,123.03875968992247,261.6058394160584,782.9333333333334
nevada,1999,1.82,0.63,1.29,3.74,431.40740740740745,125.02325581395348,267.8345498783455,797.8666666666668
nevada,1998,1.8,0.58,1.23,3.62,426.6666666666667,115.10077519379846,255.3771289537713,772.2666666666668
nevada,1997,1.84,0.58,1.3,3.72,436.1481481481482,115.10077519379846,269.91078669910786,793.6
nevada,1996,1.91,0.59,1.3900000000000001,3.8899999999999997,452.7407407407407,117.08527131782944,288.5969180859692,829.8666666666667
nevada,1995,1.87,0.58,1.3900000000000001,3.84,443.2592592592593,115.10077519379846,288.5969180859692,819.2
nevada,1994,1.93,0.5700000000000001,1.51,4,457.48148148148147,113.11627906976746,313.5117599351176,853.3333333333334
nevada,1993,1.95,0.58,1.54,4.07,462.22222222222223,115.10077519379846,319.74047039740475,868.2666666666668
nevada,1992,2.02,0.62,1.61,4.25,478.81481481481484,123.03875968992247,334.2741281427413,906.6666666666667
nevada,1991,2.05,0.63,1.6300000000000001,4.31,485.92592592592587,125.02325581395348,338.4266017842661,919.4666666666666
nevada,1990,2.17,0.69,1.92,4.78,514.3703703703703,136.93023255813952,398.6374695863747,1019.7333333333335
nevada,1989,2.12,0.71,1.87,4.7,502.51851851851853,140.89922480620154,388.2562854825629,1002.6666666666667
nevada,1988,2.08,0.76,1.95,4.8,493.0370370370371,150.82170542635657,404.8661800486618,1024
nevada,1987,2.01,0.8300000000000001,2.05,4.89,476.4444444444444,164.71317829457365,425.62854825628546,1043.2
nevada,1986,2.04,0.8600000000000001,2.07,4.970000000000001,483.5555555555556,170.66666666666669,429.7810218978102,1060.2666666666669
nevada,1985,1.96,0.8400000000000001,2.18,4.99,464.5925925925926,166.69767441860466,452.61962692619636,1064.5333333333335
nevada,1984,1.97,0.8,2.32,5.1,466.962962962963,158.75968992248062,481.68694241686944,1088
nevada,1983,1.96,0.7799999999999999,2.4299999999999997,5.18,464.5925925925926,154.7906976744186,504.5255474452554,1105.0666666666666
nevada,1982,2,0.77,2.5,5.2700000000000005,474.0740740740741,152.80620155038758,519.059205190592,1124.2666666666669
nevada,1981,2.08,0.8,2.71,5.59,493.0370370370371,158.75968992248062,562.6601784266019,1192.5333333333333
nevada,1980,2.06,0.7799999999999999,2.9,5.75,488.2962962962963,154.7906976744186,602.1086780210868,1226.6666666666667
nevada,1979,2.07,0.7899999999999999,2.9699999999999998,5.83,490.6666666666667,156.7751937984496,616.6423357664233,1243.7333333333333
nevada,1978,2.01,0.77,3.34,6.13,476.4444444444444,152.80620155038758,693.463098134631,1307.7333333333333
nevada,1977,1.99,0.77,3.56,6.319999999999999,471.7037037037037,152.80620155038758,739.1403081914032,1348.2666666666667
new hampshire,2018,1.79,0.8400000000000001,2.04,4.67,424.2962962962963,166.69767441860466,423.5523114355231,996.2666666666667
new hampshire,2017,1.83,0.8700000000000001,2.01,4.72,433.77777777777783,172.6511627906977,417.32360097323595,1006.9333333333333
new hampshire,2016,1.86,0.88,1.99,4.74,440.8888888888889,174.63565891472868,413.17112733171126,1011.2
new hampshire,2015,1.87,0.88,1.95,4.7,443.2592592592593,174.63565891472868,404.8661800486618,1002.6666666666667
new hampshire,2014,1.6900000000000002,0.89,1.95,4.53,400.59259259259267,176.6201550387597,404.8661800486618,966.4000000000001
new hampshire,2013,1.86,0.89,1.92,4.67,440.8888888888889,176.6201550387597,398.6374695863747,996.2666666666667
new hampshire,2012,1.9,0.8600000000000001,1.8800000000000001,4.64,450.3703703703704,170.66666666666669,390.3325223033253,989.8666666666667
new hampshire,2011,1.86,0.92,1.98,4.76,440.8888888888889,182.57364341085272,411.0948905109489,1015.4666666666667
new hampshire,2010,1.81,0.8400000000000001,1.85,4.5,429.037037037037,166.69767441860466,384.1038118410381,960
new hampshire,2009,1.79,0.8400000000000001,1.84,4.470000000000001,424.2962962962963,166.69767441860466,382.02757502027583,953.6000000000001
new hampshire,2008,1.78,0.81,1.79,4.39,421.9259259259259,160.74418604651163,371.646390916464,936.5333333333333
new hampshire,2007,1.82,0.7899999999999999,1.75,4.359999999999999,431.40740740740745,156.7751937984496,363.34144363341443,930.1333333333332
new hampshire,2006,1.73,0.7799999999999999,1.77,4.28,410.0740740740741,154.7906976744186,367.4939172749392,913.0666666666667
new hampshire,2005,1.75,0.75,1.71,4.2,414.81481481481484,148.83720930232556,355.036496350365,896.0000000000001
new hampshire,2004,1.74,0.73,1.6700000000000002,4.14,412.4444444444445,144.86821705426354,346.7315490673156,883.1999999999999
new hampshire,2003,1.75,0.71,1.6300000000000001,4.09,414.81481481481484,140.89922480620154,338.4266017842661,872.5333333333333
new hampshire,2002,1.75,0.7,1.6400000000000001,4.09,414.81481481481484,138.91472868217053,340.50283860502844,872.5333333333333
new hampshire,2001,1.75,0.6599999999999999,1.62,4.03,414.81481481481484,130.9767441860465,336.3503649635037,859.7333333333335
new hampshire,2000,1.78,0.65,1.6300000000000001,4.06,421.9259259259259,128.9922480620155,338.4266017842661,866.1333333333333
new hampshire,1999,1.78,0.65,1.6400000000000001,4.07,421.9259259259259,128.9922480620155,340.50283860502844,868.2666666666668
new hampshire,1998,1.77,0.55,1.6700000000000002,3.9899999999999998,419.5555555555556,109.14728682170544,346.7315490673156,851.1999999999999
new hampshire,1997,1.78,0.54,1.72,4.04,421.9259259259259,107.16279069767442,357.11273317112733,861.8666666666667
new hampshire,1996,1.78,0.53,1.79,4.109999999999999,421.9259259259259,105.17829457364341,371.646390916464,876.8
new hampshire,1995,1.73,0.5,1.79,4.02,410.0740740740741,99.22480620155038,371.646390916464,857.5999999999999
new hampshire,1994,1.75,0.48000000000000004,1.9,4.13,414.81481481481484,95.25581395348838,394.48499594484997,881.0666666666667
new hampshire,1993,1.83,0.54,2.01,4.38,433.77777777777783,107.16279069767442,417.32360097323595,934.4
new hampshire,1992,1.81,0.52,1.96,4.3,429.037037037037,103.1937984496124,406.9424168694242,917.3333333333334
new hampshire,1991,1.85,0.49,1.96,4.3,438.51851851851853,97.24031007751937,406.9424168694242,917.3333333333334
new hampshire,1990,1.85,0.49,1.97,4.3,438.51851851851853,97.24031007751937,409.01865369018657,917.3333333333334
new hampshire,1989,1.87,0.5,2,4.38,443.2592592592593,99.22480620155038,415.24736415247366,934.4
new hampshire,1988,1.91,0.49,1.94,4.34,452.7407407407407,97.24031007751937,402.7899432278994,925.8666666666667
new hampshire,1987,1.93,0.5,1.99,4.42,457.48148148148147,99.22480620155038,413.17112733171126,942.9333333333334
new hampshire,1986,1.93,0.52,2.06,4.52,457.48148148148147,103.1937984496124,427.7047850770479,964.2666666666667
new hampshire,1985,1.99,0.53,2.22,4.74,471.7037037037037,105.17829457364341,460.9245742092458,1011.2
new hampshire,1984,1.99,0.59,2.3299999999999996,4.92,471.7037037037037,117.08527131782944,483.76317923763173,1049.6000000000001
new hampshire,1983,2.17,0.56,2.36,5.09,514.3703703703703,111.13178294573645,489.9918896999189,1085.8666666666668
new hampshire,1982,1.9,0.59,2.3499999999999996,4.84,450.3703703703704,117.08527131782944,487.91565287915654,1032.5333333333333
new hampshire,1981,1.8900000000000001,0.59,2.4299999999999997,4.91,448.00000000000006,117.08527131782944,504.5255474452554,1047.4666666666667
new hampshire,1980,1.93,0.6,2.4899999999999998,5.02,457.48148148148147,119.06976744186045,516.9829683698297,1070.9333333333334
new hampshire,1979,1.94,0.61,2.56,5.1,459.8518518518519,121.05426356589146,531.5166261151663,1088
new hampshire,1978,1.95,0.53,2.88,5.359999999999999,462.22222222222223,105.17829457364341,597.9562043795621,1143.4666666666667
new hampshire,1977,1.86,0.49,2.88,5.23,440.8888888888889,97.24031007751937,597.9562043795621,1115.7333333333336
new jersey,2018,0.8,0.5700000000000001,0.98,2.36,189.62962962962965,113.11627906976746,203.4712084347121,503.46666666666664
new jersey,2017,0.8,0.6,0.96,2.36,189.62962962962965,119.06976744186045,199.31873479318736,503.46666666666664
new jersey,2016,0.8300000000000001,0.6,0.93,2.36,196.74074074074076,119.06976744186045,193.09002433090026,503.46666666666664
new jersey,2015,0.8400000000000001,0.6,0.93,2.3699999999999997,199.11111111111111,119.06976744186045,193.09002433090026,505.59999999999997
new jersey,2014,0.8400000000000001,0.62,0.93,2.3899999999999997,199.11111111111111,123.03875968992247,193.09002433090026,509.8666666666666
new jersey,2013,0.8400000000000001,0.61,0.92,2.3699999999999997,199.11111111111111,121.05426356589146,191.01378751013792,505.59999999999997
new jersey,2012,0.89,0.6,0.91,2.4,210.96296296296296,119.06976744186045,188.9375506893755,512
new jersey,2011,0.89,0.58,0.89,2.3699999999999997,210.96296296296296,115.10077519379846,184.7850770478508,505.59999999999997
new jersey,2010,0.92,0.5700000000000001,0.8600000000000001,2.3499999999999996,218.0740740740741,113.11627906976746,178.55636658556372,501.33333333333326
new jersey,2009,0.91,0.5700000000000001,0.8600000000000001,2.34,215.70370370370372,113.11627906976746,178.55636658556372,499.2
new jersey,2008,0.93,0.55,0.8600000000000001,2.3499999999999996,220.44444444444446,109.14728682170544,178.55636658556372,501.33333333333326
new jersey,2007,0.93,0.55,0.8600000000000001,2.3299999999999996,220.44444444444446,109.14728682170544,178.55636658556372,497.0666666666666
new jersey,2006,0.9500000000000001,0.54,0.8500000000000001,2.3299999999999996,225.18518518518522,107.16279069767442,176.48012976480132,497.0666666666666
new jersey,2005,0.9500000000000001,0.52,0.8300000000000001,2.3,225.18518518518522,103.1937984496124,172.3276561232766,490.66666666666663
new jersey,2004,0.96,0.52,0.8200000000000001,2.3,227.55555555555554,103.1937984496124,170.25141930251422,490.66666666666663
new jersey,2003,0.9500000000000001,0.5,0.8,2.24,225.18518518518522,99.22480620155038,166.09894566098947,477.86666666666673
new jersey,2002,0.98,0.49,0.77,2.24,232.2962962962963,97.24031007751937,159.87023519870237,477.86666666666673
new jersey,2001,0.99,0.47000000000000003,0.75,2.2,234.66666666666666,93.27131782945737,155.71776155717762,469.33333333333337
new jersey,2000,0.97,0.47000000000000003,0.76,2.2,229.92592592592595,93.27131782945737,157.79399837794,469.33333333333337
new jersey,1999,0.97,0.47000000000000003,0.74,2.18,229.92592592592595,93.27131782945737,153.64152473641525,465.0666666666667
new jersey,1998,0.98,0.46,0.71,2.15,232.2962962962963,91.28682170542636,147.41281427412815,458.6666666666667
new jersey,1997,0.99,0.46,0.74,2.19,234.66666666666666,91.28682170542636,153.64152473641525,467.2
new jersey,1996,1,0.44,0.76,2.2,237.03703703703704,87.31782945736434,157.79399837794,469.33333333333337
new jersey,1995,1.06,0.44,0.7899999999999999,2.2800000000000002,251.25925925925927,87.31782945736434,164.02270884022707,486.4000000000001
new jersey,1994,1.04,0.43000000000000005,0.7899999999999999,2.27,246.51851851851856,85.33333333333334,164.02270884022707,484.2666666666667
new jersey,1993,1.07,0.42000000000000004,0.7899999999999999,2.29,253.62962962962965,83.34883720930233,164.02270884022707,488.53333333333336
new jersey,1992,1.07,0.44,0.8300000000000001,2.34,253.62962962962965,87.31782945736434,172.3276561232766,499.2
new jersey,1991,1.09,0.43000000000000005,0.8200000000000001,2.34,258.3703703703704,85.33333333333334,170.25141930251422,499.2
new jersey,1990,1.1500000000000001,0.48000000000000004,0.9500000000000001,2.58,272.59259259259267,95.25581395348838,197.242497972425,550.4000000000001
new jersey,1989,1.1300000000000001,0.5,0.9500000000000001,2.58,267.8518518518519,99.22480620155038,197.242497972425,550.4000000000001
new jersey,1988,1.1500000000000001,0.51,0.93,2.58,272.59259259259267,101.20930232558139,193.09002433090026,550.4000000000001
new jersey,1987,1.1800000000000002,0.54,1,2.72,279.70370370370375,107.16279069767442,207.62368207623683,580.2666666666668
new jersey,1986,1.1700000000000002,0.56,1.03,2.77,277.33333333333337,111.13178294573645,213.85239253852396,590.9333333333334
new jersey,1985,1.1700000000000002,0.55,1.07,2.79,277.33333333333337,109.14728682170544,222.1573398215734,595.2
new jersey,1984,1.1800000000000002,0.54,1.1,2.82,279.70370370370375,107.16279069767442,228.38605028386053,601.6
